Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.08     0.00    50701     0.00     0.00  Board::solve(unsigned long, float, float, bool)::{lambda(float, float)#1}::operator()(float, float) const
  0.00      0.08     0.00    31637     0.00     0.00  operator new(unsigned long, void*)
  0.00      0.08     0.00    30995     0.00     0.00  std::pair<Coords, Coords>* std::__addressof<std::pair<Coords, Coords> >(std::pair<Coords, Coords>&)
  0.00      0.08     0.00    30994     0.00     0.00  void std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&)
  0.00      0.08     0.00    30994     0.00     0.00  void std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_construct<std::pair<Coords, Coords>&>(std::pair<Coords, Coords>&)
  0.00      0.08     0.00    30994     0.00     0.00  void std::_Construct<std::pair<Coords, Coords>, std::pair<Coords, Coords>&>(std::pair<Coords, Coords>*, std::pair<Coords, Coords>&)
  0.00      0.08     0.00    30993     0.00     0.00  Board::reverseLastRandomSwap()
  0.00      0.08     0.00    30993     0.00     0.00  std::optional<std::pair<Coords, Coords> >::has_value() const
  0.00      0.08     0.00    30993     0.00     0.00  std::_Optional_base_impl<std::pair<Coords, Coords>, std::_Optional_base<std::pair<Coords, Coords>, true, true> >::_M_reset()
  0.00      0.08     0.00    30993     0.00     0.00  std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_destroy()
  0.00      0.08     0.00    30993     0.00     0.00  std::_Optional_payload_base<std::pair<Coords, Coords> >::_M_reset()
  0.00      0.08     0.00    30993     0.00     0.00  std::optional<std::pair<Coords, Coords> >::operator=(std::nullopt_t)
  0.00      0.08     0.00    27835     0.00     0.00  std::pair<Coords, Coords>::operator=(std::pair<Coords, Coords> const&)
  0.00      0.08     0.00      648     0.00     0.00  __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::base() const
  0.00      0.08     0.00      510     0.00     0.00  __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >::base() const
  0.00      0.08     0.00      320     0.00     0.00  bool __gnu_cxx::operator!=<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&)
  0.00      0.08     0.00      285     0.00     0.00  Coords* std::__addressof<Coords>(Coords&)
  0.00      0.08     0.00      260     0.00     0.00  std::optional<Piece>* std::__addressof<std::optional<Piece> >(std::optional<Piece>&)
  0.00      0.08     0.00      256     0.00     0.00  __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::operator++()
  0.00      0.08     0.00      256     0.00     0.00  __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::operator*() const
  0.00      0.08     0.00      256     0.00     0.00  void std::_Construct<std::optional<Piece>, std::optional<Piece> const&>(std::optional<Piece>*, std::optional<Piece> const&)
  0.00      0.08     0.00      256     0.00     0.00  std::optional<Piece> const& std::forward<std::optional<Piece> const&>(std::remove_reference<std::optional<Piece> const&>::type&)
  0.00      0.08     0.00      255     0.00     0.00  bool __gnu_cxx::operator!=<Coords const*, std::vector<Coords, std::allocator<Coords> > >(__gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > > const&, __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > > const&)
  0.00      0.08     0.00      240     0.00     0.00  __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >::operator++()
  0.00      0.08     0.00      240     0.00     0.00  __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >::operator*() const
  0.00      0.08     0.00      240     0.00     0.00  void std::_Construct<Coords, Coords const&>(Coords*, Coords const&)
  0.00      0.08     0.00      152     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >::base() const
  0.00      0.08     0.00      136     0.00     0.00  __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::__normal_iterator(std::optional<Piece> const* const&)
  0.00      0.08     0.00      134     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_get_Tp_allocator()
  0.00      0.08     0.00      131     0.00     0.00  __gnu_cxx::new_allocator<std::optional<Piece> >::~new_allocator()
  0.00      0.08     0.00      131     0.00     0.00  std::allocator<std::optional<Piece> >::~allocator()
  0.00      0.08     0.00      130     0.00     0.00  __gnu_cxx::new_allocator<std::optional<Piece> >::new_allocator(__gnu_cxx::new_allocator<std::optional<Piece> > const&)
  0.00      0.08     0.00      130     0.00     0.00  std::allocator<std::optional<Piece> >::allocator(std::allocator<std::optional<Piece> > const&)
  0.00      0.08     0.00      128     0.00     0.00  std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >* std::__addressof<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >&)
  0.00      0.08     0.00      109     0.00     0.00  Coords&& std::forward<Coords>(std::remove_reference<Coords>::type&)
  0.00      0.08     0.00       90     0.00     0.00  std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl_data const&)
  0.00      0.08     0.00       87     0.00     0.00  std::_Vector_base<Coords, std::allocator<Coords> >::_M_get_Tp_allocator()
  0.00      0.08     0.00       84     0.00     0.00  std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl_data const&)
  0.00      0.08     0.00       83     0.00     0.00  Piece&& std::forward<Piece>(std::remove_reference<Piece>::type&)
  0.00      0.08     0.00       75     0.00     0.00  bool __gnu_cxx::operator!=<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >(__gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > > const&, __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > > const&)
  0.00      0.08     0.00       75     0.00     0.00  std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_M_get_Tp_allocator()
  0.00      0.08     0.00       72     0.00     0.00  std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::size() const
  0.00      0.08     0.00       68     0.00     0.00  std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::end() const
  0.00      0.08     0.00       68     0.00     0.00  std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::begin() const
  0.00      0.08     0.00       66     0.00     0.00  __gnu_cxx::new_allocator<std::optional<Piece> >::_M_max_size() const
  0.00      0.08     0.00       65     0.00     0.00  __gnu_cxx::new_allocator<std::optional<Piece> >::deallocate(std::optional<Piece>*, unsigned long)
  0.00      0.08     0.00       65     0.00     0.00  __gnu_cxx::new_allocator<std::optional<Piece> >::allocate(unsigned long, void const*)
  0.00      0.08     0.00       65     0.00     0.00  void std::_Destroy_aux<true>::__destroy<std::optional<Piece>*>(std::optional<Piece>*, std::optional<Piece>*)
  0.00      0.08     0.00       65     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_allocate(unsigned long)
  0.00      0.08     0.00       65     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_Vector_impl::_Vector_impl(std::allocator<std::optional<Piece> > const&)
  0.00      0.08     0.00       65     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_Vector_impl::~_Vector_impl()
  0.00      0.08     0.00       65     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_deallocate(std::optional<Piece>*, unsigned long)
  0.00      0.08     0.00       65     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_create_storage(unsigned long)
  0.00      0.08     0.00       65     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.08     0.00       65     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_Vector_base(unsigned long, std::allocator<std::optional<Piece> > const&)
  0.00      0.08     0.00       65     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::~_Vector_base()
  0.00      0.08     0.00       65     0.00     0.00  std::allocator_traits<std::allocator<std::optional<Piece> > >::deallocate(std::allocator<std::optional<Piece> >&, std::optional<Piece>*, unsigned long)
  0.00      0.08     0.00       65     0.00     0.00  std::allocator_traits<std::allocator<std::optional<Piece> > >::allocate(std::allocator<std::optional<Piece> >&, unsigned long)
  0.00      0.08     0.00       65     0.00     0.00  std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::~vector()
  0.00      0.08     0.00       65     0.00     0.00  void std::_Destroy<std::optional<Piece>*>(std::optional<Piece>*, std::optional<Piece>*)
  0.00      0.08     0.00       65     0.00     0.00  void std::_Destroy<std::optional<Piece>*, std::optional<Piece> >(std::optional<Piece>*, std::optional<Piece>*, std::allocator<std::optional<Piece> >&)
  0.00      0.08     0.00       64     0.00     0.00  charToInt(char)
  0.00      0.08     0.00       64     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::optional<Piece> >, std::optional<Piece> >::_S_select_on_copy(std::allocator<std::optional<Piece> > const&)
  0.00      0.08     0.00       64     0.00     0.00  std::_Vector_base<std::optional<Piece>, std::allocator<std::optional<Piece> > >::_M_get_Tp_allocator() const
  0.00      0.08     0.00       64     0.00     0.00  std::allocator_traits<std::allocator<std::optional<Piece> > >::select_on_container_copy_construction(std::allocator<std::optional<Piece> > const&)
  0.00      0.08     0.00       64     0.00     0.00  std::optional<Piece>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*>(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*)
  0.00      0.08     0.00       64     0.00     0.00  std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >::vector(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&)
  0.00      0.08     0.00       64     0.00     0.00  void std::_Construct<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&>(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&)
  0.00      0.08     0.00       64     0.00     0.00  std::optional<Piece>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*>(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*)
  0.00      0.08     0.00       64     0.00     0.00  std::optional<Piece>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*, std::optional<Piece> >(__gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, __gnu_cxx::__normal_iterator<std::optional<Piece> const*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >, std::optional<Piece>*, std::allocator<std::optional<Piece> >&)
  0.00      0.08     0.00       64     0.00     0.00  Piece& std::forward<Piece&>(std::remove_reference<Piece&>::type&)
  0.00      0.08     0.00       64     0.00     0.00  std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const& std::forward<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&>(std::remove_reference<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const&>::type&)
  0.00      0.08     0.00       64     0.00     0.00  void std::_Destroy<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*)
  0.00      0.08     0.00       62     0.00     0.00  __gnu_cxx::new_allocator<Coords>::~new_allocator()
  0.00      0.08     0.00       62     0.00     0.00  std::allocator<Coords>::~allocator()
  0.00      0.08     0.00       62     0.00     0.00  std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.08     0.00       61     0.00     0.00  __gnu_cxx::new_allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::~new_allocator()
  0.00      0.08     0.00       61     0.00     0.00  std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::~allocator()
  0.00      0.08     0.00       61     0.00     0.00  Piece* std::__addressof<Piece>(Piece&)
  0.00      0.08     0.00       60     0.00     0.00  __gnu_cxx::new_allocator<Coords>::new_allocator(__gnu_cxx::new_allocator<Coords> const&)
  0.00      0.08     0.00       60     0.00     0.00  __gnu_cxx::new_allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::new_allocator(__gnu_cxx::new_allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&)
  0.00      0.08     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >::operator++()
  0.00      0.08     0.00       60     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >::operator*() const
  0.00      0.08     0.00       60     0.00     0.00  std::allocator<Coords>::allocator(std::allocator<Coords> const&)
  0.00      0.08     0.00       60     0.00     0.00  std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >::allocator(std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&)
  0.00      0.08     0.00       58     0.00     0.00  std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.08     0.00       42     0.00     0.00  __gnu_cxx::__normal_iterator<Piece*, std::vector<Piece, std::allocator<Piece> > >::__normal_iterator(Piece* const&)
  0.00      0.08     0.00       42     0.00     0.00  __gnu_cxx::__normal_iterator<Coords*, std::vector<Coords, std::allocator<Coords> > >::__normal_iterator(Coords* const&)
  0.00      0.08     0.00       40     0.00     0.00  std::_Vector_base<Coords, std::allocator<Coords> >::_M_get_Tp_allocator() const
  0.00      0.08     0.00       37     0.00     0.00  std::_Vector_base<Coords, std::allocator<Coords> >::_M_deallocate(Coords*, unsigned long)
  0.00      0.08     0.00       32     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const*, std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > > >::__normal_iterator(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > const* const&)
  0.00      0.08     0.00       32     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Coords*>(Coords*, Coords*)
  0.00      0.08     0.00       32     0.00     0.00  std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl::~_Vector_impl()
  0.00      0.08     0.00       32     0.00     0.00  std::_Vector_base<Coords, std::allocator<Coords> >::~_Vector_base()
  0.00      0.08     0.00       32     0.00     0.16  std::vector<Coords, std::allocator<Coords> >::~vector()
  0.00      0.08     0.00       32     0.00     0.16  void std::_Destroy<Coords*, Coords>(Coords*, Coords*, std::allocator<Coords>&)
  0.00      0.08     0.00       31     0.00     0.00  void __gnu_cxx::new_allocator<Piece>::construct<Piece, Piece>(Piece*, Piece&&)
  0.00      0.08     0.00       31     0.00     0.00  void __gnu_cxx::new_allocator<Coords>::construct<Coords, Coords>(Coords*, Coords&&)
  0.00      0.08     0.00       31     0.00     0.00  void std::allocator_traits<std::allocator<Piece> >::construct<Piece, Piece>(std::allocator<Piece>&, Piece*, Piece&&)
  0.00      0.08     0.00       31     0.00     0.00  void std::allocator_traits<std::allocator<Coords> >::construct<Coords, Coords>(std::allocator<Coords>&, Coords*, Coords&&)
  0.00      0.08     0.00       31     0.00     0.00  std::remove_reference<Piece&>::type&& std::move<Piece&>(Piece&)
  0.00      0.08     0.00       31     0.00     0.00  std::remove_reference<Coords&>::type&& std::move<Coords&>(Coords&)
  0.00      0.08     0.00       30     0.00     0.00  __gnu_cxx::__normal_iterator<Coords const*, std::vector<Coords, std::allocator<Coords> > >::__normal_iterator(Coords const* const&)
  0.00      0.08     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<Coords>::_M_max_size() const
  0.00      0.08     0.00       30     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*>(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*)
  0.00      0.08     0.00       30     0.00     0.00  std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl::_Vector_impl(std::allocator<Coords> const&)
  0.00      0.08     0.00       30     0.00     0.00  std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<Coords, std::allocator<Coords> >::_Vector_impl_data&)
  0.00      0.08     0.00       30     0.00     0.00  std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > const&)
  0.00      0.08     0.00       30     0.00     0.00  std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl::~_Vector_impl()
  0.00      0.08     0.00       30     0.00     0.00  std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_M_deallocate(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, unsigned long)
  0.00      0.08     0.00       30     0.00     0.00  std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::~_Vector_base()
  0.00      0.08     0.00       30     0.00     0.00  std::vector<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::~vector()
  0.00      0.08     0.00       30     0.00     0.00  Piece* std::__niter_base<Piece*>(Piece*)
  0.00      0.08     0.00       30     0.00     0.00  Coords* std::__niter_base<Coords*>(Coords*)
  0.00      0.08     0.00       30     0.00     0.00  void std::_Destroy<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*>(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*)
  0.00      0.08     0.00       30     0.00     0.00  void std::_Destroy<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >(std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >*, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > >&)
  0.00      0.08     0.00       29     0.00     0.00  std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_M_get_Tp_allocator() const
  0.00      0.08     0.00       28     0.00     0.00  std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > >, std::allocator<std::vector<std::optional<Piece>, std::allocator<std::optional<Piece> > > > >::_Vector_impl_data&)
